ID,NAME,M1,M1.1,M2,M2.1,M3,M3.1,M4,M4.1,M5,M5.1,M6,M6.1,M7,M7.1,M8,M8.1,M9,M9.1,M10,M10.1,M11,M11.1,M12,M12.1,M13,M13.1,M14,M14.1,M15,M15.1,M16,M16.1,M17,M17.1,M18,M18.1,M19,M19.1,M20,M20.1,M21,M21.1,M22,M22.1,M23,M23.1,M24,M24.1,M25,M25.1,M26,M26.1,M27,M27.1,M28,M28.1,M29,M29.1,M30,M30.1,M31,M31.1,M32,M32.1,M33,M33.1,M34,M34.1,M35,M35.1,M36,M36.1,M37,M37.1,M38,M38.1,M39,M39.1,M40,M40.1,M41,M41.1,M42,M42.1,M43,M43.1,M44,M44.1,M45,M45.1,M46,M46.1,M47,M47.1,M48,M48.1,M49,M49.1,M50,M50.1,M51,M51.1,M52,M52.1,M53,M53.1,M54,M54.1,M55,M55.1,M56,M56.1,M57,M57.1,M58,M58.1,M59,M59.1,M60,M60.1,M61,M61.1,M62,M62.1,M63,M63.1,M64,M64.1,M65,M65.1,M66,M66.1,M67,M67.1,M68,M68.1,M69,M69.1,M70,M70.1,M71,M71.1,M72,M72.1,M73,M73.1,M74,M74.1,M75,M75.1,M76,M76.1,M77,M77.1,M78,M78.1,M79,M79.1,M80,M80.1,M81,M81.1,M82,M82.1,M83,M83.1,M84,M84.1,M85,M85.1,M86,M86.1,M87,M87.1,M88,M88.1,M89,M89.1,M90,M90.1,M91,M91.1,M92,M92.1,M93,M93.1,M94,M94.1,M95,M95.1,M96,M96.1,M97,M97.1,M98,M98.1,M99,M99.1,M100,M100.1,M101,M101.1,M102,M102.1,M103,M103.1,M104,M104.1,M105,M105.1,M106,M106.1,M107,M107.1,M108,M108.1,M109,M109.1,M110,M110.1,M111,M111.1,M112,M112.1,M113,M113.1,M114,M114.1,M115,M115.1,M116,M116.1,M117,M117.1,M118,M118.1,M119,M119.1,M120,M120.1,M121,M121.1,M122,M122.1,M123,M123.1,M124,M124.1,M125,M125.1,M126,M126.1,M127,M127.1,M128,M128.1,M129,M129.1,M130,M130.1,M131,M131.1,M132,M132.1,M133,M133.1,M134,M134.1,M135,M135.1,M136,M136.1,M137,M137.1,M138,M138.1,M139,M139.1,M140,M140.1,M141,M141.1,M142,M142.1,M143,M143.1,M144,M144.1,M145,M145.1,M146,M146.1,M147,M147.1,M148,M148.1,M149,M149.1,M150,M150.1,M151,M151.1,M152,M152.1,M153,M153.1,M154,M154.1,M155,M155.1,M156,M156.1,M157,M157.1,M158,M158.1,M159,M159.1,M160,M160.1,M161,M161.1,M162,M162.1,M163,M163.1,M164,M164.1,M165,M165.1,M166,M166.1,M167,M167.1,M168,M168.1,M169,M169.1,M170,M170.1,M171,M171.1,M172,M172.1,M173,M173.1,M174,M174.1,M175,M175.1,M176,M176.1,M177,M177.1,M178,M178.1,M179,M179.1,M180,M180.1,M181,M181.1,M182,M182.1,M183,M183.1,M184,M184.1,M185,M185.1,M186,M186.1,M187,M187.1,M188,M188.1,M189,M189.1,M190,M190.1
43,Bred_0086,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,A,A,B,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,A,A,A,B,B,A,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,B,B,A,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,A,B,B,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,B,B,B,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,B,B,A,A,B,B,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,B
44,Bred_0089,A,B,B,A,B,B,B,A,B,A,A,A,A,A,A,B,B,B,A,B,B,B,A,B,A,B,B,A,B,A,B,B,B,A,A,B,A,B,B,B,A,B,B,A,A,B,B,A,B,A,B,B,B,A,B,B,A,B,A,B,B,A,B,A,B,B,B,A,B,A,B,A,A,B,A,B,B,A,A,A,B,A,A,B,B,A,A,B,A,B,A,B,A,B,A,B,B,A,B,A,A,B,B,A,A,B,A,B,A,B,B,A,A,B,A,B,B,A,A,B,A,B,B,A,A,A,B,A,A,B,A,A,A,B,A,B,B,A,A,B,A,A,A,B,A,B,B,A,A,A,A,B,A,B,B,B,B,B,B,B,B,A,B,A,A,B,A,B,B,A,B,A,A,B,B,A,A,B,A,B,B,A,A,B,B,B,A,A,A,B,B,A,A,A,A,B,A,B,A,B,B,A,A,B,B,A,B,B,A,B,B,A,A,B,A,B,A,B,B,A,A,B,B,B,B,A,B,A,B,B,A,B,A,B,A,B,B,A,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,B,A,B,B,B,B,B,B,A,B,A,B,A,B,A,A,B,A,B,B,A,B,A,B,A,A,B,A,B,B,A,A,B,B,A,B,B,B,A,B,A,B,A,B,B,B,A,A,B,A,B,A,B,B,B,A,B,A,B,A,B,A,B,A,A,A,B,A,B,A,B,B,B,B,A,A,B,B,A,B,A,A,B,B,A,A,B,A,B,A,B,A,B,B,A,B,A,A,A,B,A,A,B,B,A,B,B,B,A,A,B,A,B,A,B,A,B,A,B,B,A,A,A,B,A,A,B
45,Bred_0094,B,A,A,A,B,A,B,A,B,A,B,A,B,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,B,A,B,B,A,A,A,B,B,A,B,B,B,A,A,A,B,A,A,B,B,B,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,B,B,A,B,B,A,A,B,B,B,B,A,A,A,B,B,B,A,B,A,B,B,A,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,B,B,A,A,B,B,A,A,A,B,A,B,B,B,B,B,B,A,A,B,B,A,B,A,A,A,A,B,A,B,B,A,B,B,B,A,A,A,B,B,B,A,A,A,A,B,B,B,B,B,B,A,A,B,A,B,A,B,A,B,A,B,A,A,A,A,A,B,B,B,A,A,A,B,B,B,B,A,B,A,B,A,B,A,A,B,A,B,B,B,A,A,B,B,A,A,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B,A,B,A,B,A,B,B,A,A,B,A,B,B,A,A,B,A,A,A,A,B,B,B,A,B,B,B,A,B,A,A,A,B,A,A,A,A,B,A,B,A,A,B,A,A,B,B,A,A,B,A,B,B,B,A,A,A,B,A,B,A,B,A,B,A,B,B,B,A,A,B,A,B,B,A,B,B,A,A,A,B,A,B,B,A,B,A,A,A,B,A,A,A,B,A,A,B,B,A,B,B,B,A,A,B,A,A,A,A,A,B,A,B,A,B,B,B,A,A,A,A,B,A,B,A,A,A,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,B,A,B,A,B
46,Bred_0095,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,A,B,B,A,A,B,B,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,B,B,A,A,B,B,B,B,A,A,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,B,B,A,A,B,B,B,B,A,A,B,B,A,A,B,B,A,A,A,A,B,B,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,B,B,A,A,A,A,B,B,B,A,B,B,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,B,B,A,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A
47,Bred_0099,B,A,B,A,A,A,B,A,A,B,A,A,B,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A,A,A,A,B,B,B,B,A,A,A,B,A,A,B,B,A,A,B,B,B,B,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,A,A,B,B,A,A,B,A,A,A,B,A,B,A,A,B,A,A,A,B,A,A,B,A,A,A,B,A,A,A,A,A,B,B,A,A,B,B,B,A,B,A,A,B,B,A,B,B,A,B,A,A,A,B,A,A,B,B,B,A,A,A,A,B,B,A,B,A,B,B,A,B,B,B,A,A,B,A,B,A,A,A,B,B,A,B,A,B,A,A,B,B,A,A,A,A,B,B,A,A,B,A,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B,A,B,B,A,A,A,B,A,A,A,B,A,B,A,A,A,A,A,A,B,A,B,B,B,B,A,B,A,A,A,A,B,B,A,A,B,A,A,B,A,A,B,B,A,A,A,B,B,B,A,A,B,B,B,B,B,A,B,A,B,B,B,B,A,B,A,A,B,B,B,B,B,B,B,A,B,B,B,A,B,A,B,B,B,B,B,A,A,B,A,A,B,A,B,A,B,A,A,A,B,A,B,A,B,A,A,A,B,B,B,B,B,A,A,B,A,B,B,A,B,A,B,A,A,B,B,B,A,B,A,A,B,A,A,A,B,A,B,B,A,A,B,B,A,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A,A,A,B,B,B,B,B,A,A,B,A,B,A,B,B,B,A,B,A,A,B,B,A,B,A,B,A,B,A,A,B,B,A,A,B
48,Bred_0101,A,B,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,B,A,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,A,A,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,A,A,A,A,B,A,A,B,B,B,A,A,A,B,B,B,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,A
49,Bred_0103,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,B,B,A,A,A,A,B,A,B,B,B,B,A,A,A,B,A,B,A,B,A,B,B,A,B,A,B,A,B,A,B,B,A,A,B,A,A,B,A,B,A,A,A,A,B,B,A,A,B,A,A,A,B,B,A,A,A,A,B,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,B,B,A,B,A,B,B,B,B,A,B,A,A,A,B,A,A,A,B,A,A,A,A,B,A,A,B,A,B,B,A,A,A,B,A,B,B,A,B,A,A,B,A,B,A,B,A,B,B,A,A,A,B,A,B,B,B,B,A,B,A,A,A,A,B,A,A,A,A,A,B,B,B,A,B,B,B,B,A,B,B,A,B,A,A,A,A,A,B,A,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,B,A,A,A,B,B,B,B,B,A,A,B,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,B,B,B,A,B,A,B,A,A,A,A,B,B,B,B,A,B,A,A,B,A,B,A,A,B,A,B,B,A,A,B,B,B,B,B,B,B,B,B,A,A,A,B,B,B,A,A,B,A,A,A,A,B,B,B,A,A,A,A,B,A,A,B,A,B,B,A,B,A,A,A,B,B,A,A,B,A,B,B,B,A,B,A,A,A,A,A,A,B,B,B,A,A,A,B,B,B,B,A,A,A,A,B,A,A,B,B,A,A,A,B,B,A,B,B,B,A,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,B,B,A,B
50,Bred_0106,A,A,B,B,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,A,A,B,B,A,A,B,B,A,A,B,B,B,B,B,B,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,B,B,B,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,A,A,B,B,B,A,A,A,B,B,B,B,B,B,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,A,B,A,B,B,A,A,A,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,A,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,B,B,B,B,A,A,B,B,A,B,A,A,B,B,B,B,A,A,A,A,A,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A
51,Bred_0107,B,B,A,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,A,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,A,B,A,A,A,A,A,B,B,A,A,A,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,A,A,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,B,B,B,B,B,B,A,A,B,B,B,B,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,A
52,Bred_0108,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,A,A,B,B,A,A,A,A,A,A,B,B,B,B,B,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,B,B,B,A,A,A,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,A,B,B,A,A,B,B,A,A,B,B,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,A,A,A,A,B,A,A,B,B,B,B,B,B,B,B
53,Bred_0109,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B,A,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,B,B,A,A,B,B,B,B,A,A,A,A,B,B,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,A,B,B,B,B,B,B,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,B,B,B,B,B,B,A,A,B,B,B,B,B,B,A,A,A,A,A,A
54,Bred_0110,B,B,A,A,A,B,B,B,B,B,B,A,A,B,B,A,B,B,B,B,B,A,B,A,A,A,A,A,B,B,B,A,B,B,B,B,B,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,B,B,A,A,A,B,B,A,A,B,B,B,A,A,A,A,A,A,B,B,B,B,B,A,A,A,B,B,A,A,B,A,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,B,B,A,B,B,B,A,B,A,A,B,B,A,B,A,B,B,A,A,A,A,A,A,B,B,A,A,A,A,A,B,A,A,A,B,B,A,A,B,B,A,B,B,B,A,A,A,A,B,A,A,B,A,A,B,A,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B,B,A,A,B,B,A,B,B,A,A,B,B,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,B,B,A,B,B,A,B,B,A,A,A,B,B,A,A,A,A,B,A,B,B,B,B,A,A,A,A,B,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,B,A,A,B,B,A,B,A,B,B,B,B,B,A,A,B,B,A,B,B,B,B,B,A,A,A,A,B,B,A,B,A,A,B,A,A,A,B,B,A,B,A,A,A,B,B,A,B,B,B,B,A,B,A,B,A,A,B,A,A,B,A,B,B,B,A,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,B,A,A,A,A,B,B,B,A,B,A,A,B,B,B,A,A,A,B,B,B,B,A,A,A,B,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,B,B,A,A,B,A,B,A,A
55,Bred_0112,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,B,B,A,A,A,A,B,B,A,A,A,A,B,B,B,B,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,B,B,B,A,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,B,B,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,B,B,B,B,A,A,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,A,A,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,A,A,B,B,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,B,B,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,A,B,A,A,B,B,A,B,A,A,B,B,B,B,B,A,A,A,B,B,B,A
56,Bred_0114,B,A,B,A,A,B,B,B,B,B,B,A,B,A,B,B,A,A,A,A,B,A,A,A,B,A,A,A,A,B,B,A,B,A,B,A,B,A,A,A,A,A,A,B,A,B,A,B,A,A,A,A,A,B,A,A,A,B,A,B,A,A,A,B,A,B,A,B,A,A,B,A,B,B,A,B,A,B,A,A,B,A,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,B,A,B,A,B,A,B,B,A,B,A,B,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,B,A,A,B,A,A,B,B,B,A,A,B,B,B,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,A,A,B,A,A,A,B,A,B,A,A,A,A,A,A,A,A,B,A,B,A,A,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,B,B,B,A,B,B,B,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,A,B,A,A,B,B,A,B,B,B,B,A,A,A,B,B,B,A,B,A,B,A,B,B,B,A,B,A,A,B,B,A,B,A,B,B,B,A,B,A,A,B,A,A,B,A,B,A,A,A,B,B,B,A,A,B,A,A,A,B,A,B,B,A,A,B,A,B,A,A,B,B,A,A,A,A,A,B,A,A,A,B,B,A,B,B,A,A,A,B,A,A
57,Bred_0115,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,B,B,B,B,A,A,B,B,B,A,B,B,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,B,B,B,B,A,A,B,B,B,B,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,B,A,B,B,B,A,A,A,A,B,B,B,B,A,A,B,B,A,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,A,A,A,A,A,A,B,B,B,B,B,B,B,B,A,B,A,B,B,B,B,B,A,A,B,B,A,A,A,A,A,A,B,B,A,A,B,B,B,B,B,B,A,A,A,A,B,B,A,A,B,B,A,B,A,A,A,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,B,B,B,B,B,B,B,B,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B,A,A,A,A,B,B,B,B,B,B,B,B,B,B,A,A,B,B,B,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,A,A,B,B,B,B,B,B,A,A,B,B,B,B,B,A,A,A,A,A,B,B,A,A,B,B,A,A,B,B,B,B,B,B,B,B,B,B,A,A,A,A,B,B,A,A
58,Bred_0116,A,B,A,B,B,B,A,B,B,B,A,B,B,A,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,A,B,A,B,A,A,A,A,B,A,A,B,A,A,B,A,B,B,A,A,A,B,A,B,B,B,B,A,A,B,A,B,A,B,B,A,B,A,A,B,B,A,A,A,A,A,B,A,B,A,A,A,B,B,B,A,B,B,A,A,A,A,B,B,A,B,A,B,B,B,A,B,A,B,A,B,A,A,B,A,B,A,A,A,B,B,B,A,B,A,A,B,B,A,A,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,A,B,A,B,A,B,A,B,A,A,B,A,A,B,A,A,B,A,A,B,A,B,A,B,B,A,B,B,B,A,B,A,B,A,B,A,A,B,A,A,B,A,B,B,A,B,A,B,A,B,A,A,B,A,A,B,A,A,A,B,A,A,A,B,A,B,A,A,B,B,A,B,A,A,B,A,B,A,B,A,B,B,B,B,A,A,A,A,A,A,B,A,B,A,B,B,B,B,B,B,A,A,B,B,A,B,A,A,B,B,A,B,A,A,A,B,A,A,A,B,B,A,B,B,A,B,B,A,B,A,A,B,B,A,B,B,B,A,B,A,B,A,B,A,B,B,B,B,B,B,B,A,B,A,B,A,B,A,A,A,A,B,A,A,B,A,B,B,A,A,B,A,B,B,A,B,A,B,B,B,A,A,B,B,A,B,B,B,A,A,A,A,B,B,B,A,A,B,B,A,A,A,B,A,B,A,B,A,B,A,B,B,A,A,A,B,B,A,A
